Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2021-04-26,SELL,SICPQ,,164.0
2021-04-29,BUY,DAC,,421.0
2021-05-11,SELL,SAIL1,,385.0
2021-05-13,SELL,DOCU,,42.0
2021-05-26,BUY,CHRD,,266.0
2021-06-11,BUY,NUE,,169.0
2021-06-15,BUY,NAVI,,4.0
2021-07-20,SELL,SM,,1295.0
2021-08-09,SELL,ZNGA,,2005.0
2021-08-13,SELL,CTRN,,245.0
2021-08-19,BUY,LSI,,199.0
2021-09-08,SELL,TPL,,14.0
2021-09-09,BUY,EPAM,,39.0
2021-09-15,BUY,WST,,53.0
2021-09-29,SELL,DBRG,,3331.0
2021-10-01,SELL,FDX,,58.0
2021-10-08,BUY,PRFT,,198.0
2021-10-25,SELL,SNAP,,382.0
2021-10-29,BUY,ASAN,,195.0
2021-11-02,BUY,INTU,,15.0
2021-11-11,SELL,LPRO,,647.0
2021-12-01,SELL,NUE,,169.0
2021-12-02,SELL,ASAN,,195.0
2021-12-06,SELL,SE,,214.0
2021-12-07,BUY,FDS,,52.0
2021-12-13,SELL,GNRC,,79.0
2021-12-14,BUY,ODFL,,67.0
2022-01-03,BUY,COST,,43.0
2022-01-04,BUY,BLDR,,294.0
2022-01-06,BUY,WIRE,,175.0
2022-01-07,BUY,ACLS,,334.0
2022-01-13,BUY,ON,,173.0
2022-01-18,SELL,PRFT,,198.0
2022-01-20,SELL,EPAM,,39.0
2022-01-21,SELL,LOB,,420.0
2022-01-27,SELL,NAVI,,4.0
2022-02-17,BUY,VET,,1273.0
2022-02-22,SELL,INTU,,15.0
2022-02-22,BUY,CVE,,1421.0
2022-02-23,BUY,CVX,,162.0
2022-03-01,BUY,COP,,95.0
2022-03-07,SELL,WAL,,224.0
2022-03-08,SELL,WST,,53.0
2022-03-08,SELL,TPR,,517.0
2022-03-09,SELL,DPZ,,57.0
2022-03-24,BUY,ABBV,,148.0
2022-04-06,BUY,MCK,,74.0
2022-04-07,BUY,CNQ,,362.0
2022-04-08,BUY,MDRX,,427.0
2022-04-11,BUY,RES,,1.0
2022-04-12,SELL,ACLS,,334.0
2022-04-25,SELL,FRHC,,440.0
2022-05-10,SELL,RES,,1.0
2022-05-13,BUY,AMR,,138.0
2022-05-19,SELL,ODFL,,67.0
2022-05-19,SELL,DAC,,421.0
2022-05-20,SELL,COST,,43.0
2022-05-25,SELL,BLDR,,294.0
2022-05-25,BUY,BMY,,281.0
2022-05-31,SELL,FDS,,52.0
2022-06-10,BUY,APTS,,926.0
2022-06-14,SELL,LSI,,199.0
2022-06-14,SELL,MDRX,,427.0
2022-06-22,BUY,STNG,,551.0
2022-06-23,SELL,ATKR,,309.0
2022-06-23,SELL,DEN,,439.0
2022-06-23,BUY,PBF,,595.0
2022-06-24,SELL,VET,,1273.0
2022-06-24,BUY,TVTY,,605.0
2022-06-30,SELL,WIRE,,175.0
2022-07-01,SELL,CHRD,,266.0
2022-07-01,SELL,DAR,,359.0
2022-07-05,SELL,ON,,173.0
2022-07-05,SELL,AMR,,138.0
2022-07-06,SELL,COP,,95.0
2022-07-07,SELL,CVE,,1421.0
2022-07-13,SELL,CNQ,,362.0
2022-07-13,BUY,HRB,,527.0
2022-07-14,BUY,LNTH,,287.0
2022-07-18,BUY,CNR,,343.0
2022-07-19,BUY,SWCH,,576.0
2022-07-26,BUY,GO,,446.0
2022-07-27,BUY,GLNG,,877.0
2022-07-28,BUY,SAIL1,,314.0
2022-08-02,BUY,VTNRQ,,1463.0
2022-08-03,BUY,CHNG,,823.0
2022-08-04,BUY,ACC,,302.0
2022-08-05,BUY,MNDT,,857.0
2022-08-08,BUY,CTIC,,2670.0
2022-08-09,BUY,TH,,1421.0
2022-08-10,SELL,VTNRQ,,1463.0
2022-08-10,BUY,MUSA,,68.0
2022-08-30,BUY,EQT,,403.0
2022-08-31,BUY,GPC,,126.0
2022-09-01,BUY,DINO,,376.0
2022-09-12,BUY,NFE,,353.0
2022-09-15,SELL,ABBV,,148.0
2022-09-26,BUY,INSW,,552.0
2022-09-29,BUY,DHT,,2376.0
2022-10-13,SELL,CTIC,,2670.0
2022-10-17,SELL,GO,,446.0
2022-10-18,BUY,SWIR,,638.0
2022-10-25,BUY,ELF,,483.0
2022-11-04,SELL,LNTH,,287.0
2022-11-14,BUY,AVEO,,1395.0
2022-11-15,SELL,BMY,,281.0
2022-11-16,BUY,FSLR,,131.0
2022-11-17,BUY,NUVL,,579.0
2022-12-07,SELL,PBF,,595.0
2022-12-20,BUY,ERIE,,73.0
2022-12-21,BUY,TTC,,180.0
2022-12-23,SELL,EQT,,403.0
2022-12-29,SELL,NFE,,353.0
2023-01-06,SELL,CNR,,343.0
2023-01-10,BUY,AAWW,,192.0
2023-01-18,SELL,GLNG,,877.0
2023-02-01,SELL,MUSA,,68.0
2023-02-03,BUY,WFRD,,360.0
2023-02-06,BUY,YPF,,1797.0
2023-02-07,BUY,GILD,,231.0
2023-02-08,BUY,NVO,,145.0
2023-02-17,BUY,TDW,,468.0
2023-03-01,BUY,RMBS,,218.0
2023-03-06,BUY,FMX,,1.0
2023-03-07,BUY,ING,,1.0
2023-03-16,SELL,DINO,,376.0
2023-03-24,SELL,HRB,,527.0
2023-04-05,SELL,NUVL,,579.0
2023-04-05,SELL,TH,,1421.0
2023-04-18,BUY,WYNN,,191.0
2023-04-26,BUY,IPAR,,135.0
2023-05-03,BUY,PKX,,287.0
2023-05-05,SELL,INSW,,552.0
2023-05-05,SELL,DHT,,2376.0
2023-05-08,BUY,PEN,,65.0
2023-05-09,BUY,META,,87.0
2023-06-07,BUY,BLDR,,170.0
2023-06-08,BUY,TPH,,161.0
2023-06-13,SELL,STNG,,551.0
2023-06-14,SELL,ERIE,,73.0
2023-06-15,SELL,TTC,,180.0
2023-07-17,BUY,NVDA,,49.0
2023-07-18,BUY,MANH,,111.0
2023-07-19,BUY,PANW,,51.0
2023-08-01,SELL,GILD,,231.0
2023-08-31,BUY,APP,,421.0
2023-09-27,SELL,FSLR,,131.0
2023-09-28,SELL,PEN,,65.0
2023-10-06,SELL,ELF,,483.0
2023-10-09,SELL,WYNN,,191.0
2023-10-17,SELL,IPAR,,135.0
2023-10-19,SELL,PKX,,287.0
2023-10-20,SELL,GPC,,126.0
2023-10-26,SELL,BLDR,,170.0
2023-10-27,BUY,CEG,,191.0
2023-10-30,BUY,ANF,,364.0
2023-10-31,SELL,YPF,,1797.0
2023-11-07,BUY,MMYT,,545.0
2023-11-08,BUY,VRT,,551.0
2023-11-16,BUY,HRB,,494.0
2023-11-20,BUY,CLS,,805.0
2023-11-21,BUY,MUSA,,62.0
2023-11-28,BUY,UEC,,3553.0
2023-11-29,SELL,TPH,,161.0
2023-12-01,BUY,AEO,,1192.0
2024-01-02,BUY,CVSA,,56.0
2024-01-08,SELL,MANH,,111.0
2024-02-08,BUY,NRG,,420.0
2024-02-22,SELL,PANW,,51.0
2024-03-25,BUY,WING,,40.0
2024-06-12,SELL,UEC,,3553.0
2024-07-16,BUY,TRGP,,159.0
2024-07-31,SELL,RMBS,,218.0
2024-07-31,SELL,VRT,,551.0
2024-08-05,SELL,ANF,,364.0
2024-08-30,BUY,ADMA,,1980.0
2024-09-03,BUY,CRS,,237.0
2024-09-05,BUY,LMT,,57.0
2024-09-06,SELL,WFRD,,360.0
2024-09-09,SELL,CLS,,805.0
2024-09-09,SELL,TDW,,468.0
2024-09-30,SELL,FMX,,1.0
2024-10-08,BUY,AHR,,1420.0
2024-10-09,BUY,AFL,,318.0
2024-10-10,BUY,IRM,,267.0
2024-10-30,BUY,VTR,,6.0
2024-10-31,SELL,WING,,40.0
2024-11-12,SELL,AEO,,1192.0
2024-11-18,SELL,NVO,,290.0
2024-12-03,BUY,AKR,,1554.0
2024-12-13,BUY,LLYVK,,334.0
2024-12-19,BUY,CALM,,3.0
2025-02-18,SELL,LMT,,57.0
2025-02-25,SELL,ADMA,,1980.0
2025-02-27,SELL,APP,,421.0
2025-03-04,SELL,CEG,,191.0
2025-03-05,SELL,PWR,,109.0
2025-03-05,SELL,IRM,,267.0
2025-03-14,SELL,CALM,,3.0
2025-03-20,BUY,SRAD,,1641.0
2025-03-27,BUY,ESLT,,95.0
2025-03-31,BUY,LX,,3342.0
2025-04-03,BUY,FOX,,710.0
2025-04-04,SELL,NVDA,,490.0
2025-04-04,BUY,PYCR,,1607.0
2025-04-07,SELL,META,,87.0
2025-04-07,BUY,SWI,,1857.0
2025-04-08,SELL,LX,,3342.0
2025-04-09,SELL,AKR,,1554.0
2025-05-01,BUY,VRSN,,130.0
2025-05-07,BUY,KC,,2409.0
2025-05-08,BUY,CNP,,945.0
2025-05-09,BUY,TGI,,1410.0
2025-05-12,BUY,PLMR,,226.0
2025-05-29,BUY,TDUP,,5101.0
2025-06-02,BUY,SSRM,,3125.0
2025-06-17,SELL,MUSA,,62.0
2025-07-21,BUY,ASM,,10450.0
2025-08-06,SELL,PLMR,,226.0
2025-08-08,SELL,LLY,,105.0
2025-09-08,BUY,WLDN,,407.0
2025-09-09,BUY,HWKN,,230.0
2025-09-10,BUY,RBLX,,305.0
2025-10-14,SELL,TRGP,,159.0
2025-10-22,SELL,VRSN,,130.0
2025-10-28,SELL,KC,,2409.0
2025-10-29,SELL,MMYT,,545.0
2025-11-03,SELL,CVSA,,56.0
2025-11-05,SELL,TDUP,,5101.0
2025-11-05,SELL,HWKN,,230.0
2025-11-05,SELL,ASM,,10450.0
2025-11-13,SELL,HRB,,494.0
2025-11-13,BUY,WDC,,237.0
2025-11-18,SELL,SRAD,,1641.0
2025-11-20,SELL,RBLX,,305.0
2025-11-21,BUY,INDV,,1207.0
2025-11-28,BUY,LGND,,191.0
2025-12-01,BUY,LITE,,121.0
2025-12-04,BUY,ROIV,,1877.0
2025-12-08,BUY,SNDK,,171.0
2025-12-09,BUY,CIEN,,183.0
2025-12-10,BUY,INSM,,201.0
2025-12-16,BUY,PVLA,,443.0
2025-12-19,BUY,GOOG,,94.0
2025-12-23,BUY,AXGN,,8.0
2026-03-02,SELL,WLDN,,407.0
2026-03-09,SELL,INSM,,201.0
2026-03-23,SELL,SSRM,,3125.0
2026-04-01,BUY,ERAS,,3023.0
2026-04-09,BUY,FTI,,746.0
2026-04-23,BUY,SU,,540.0
2026-04-29,SELL,ERAS,,3023.0
2026-05-18,SELL,NRG,,420.0
2026-06-01,BUY,KGS,,913.0
2026-06-11,SELL,PVLA,,443.0
2026-06-11,SELL,CIEN,,183.0
2026-06-18,SELL,FOX,,710.0
2026-06-18,BUY,ATEX,,808.0
2026-07-06,SELL,LITE,,121.0
2026-07-08,SELL,SNDK,,171.0
2026-07-15,BUY,ATEN,,1642.0
2026-07-16,SELL,WDC,,237.0
2026-07-16,BUY,BAND,,859.0
2026-07-22,BUY,SYRE,,598.0
2026-07-30,SELL,BAND,,859.0
