Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2021-03-25,BUY,TPR,,508.0
2021-03-29,BUY,WAL,,219.0
2021-03-30,BUY,ATKR,,304.0
2021-04-05,BUY,DEN,,429.0
2021-04-06,BUY,SM,,1273.0
2021-04-07,BUY,TPL,,13.0
2021-04-08,BUY,CPE,,561.0
2021-04-09,BUY,DBRG,,3256.0
2021-04-12,BUY,DAC,,346.0
2021-04-26,SELL,SICPQ,,161.0
2021-05-13,SELL,DOCU,,13.0
2021-05-26,BUY,CHRD,,260.0
2021-06-15,BUY,COF,,2.0
2021-07-19,SELL,CPE,,561.0
2021-07-20,SELL,SM,,1273.0
2021-08-09,SELL,ZNGA,,1899.0
2021-08-13,SELL,CTRN,,239.0
2021-08-18,BUY,ORLY,,39.0
2021-08-19,BUY,LSI,,196.0
2021-09-08,SELL,TPL,,13.0
2021-09-09,BUY,EPAM,,39.0
2021-09-15,BUY,WST,,53.0
2021-09-29,SELL,DBRG,,3256.0
2021-10-01,SELL,FDX,,60.0
2021-10-08,BUY,PRFT,,197.0
2021-10-29,BUY,ASAN,,69.0
2021-11-02,BUY,ARES,,2.0
2021-11-11,SELL,LPRO,,632.0
2021-12-02,SELL,ASAN,,69.0
2021-12-03,SELL,COF,,2.0
2021-12-06,SELL,SE,,210.0
2021-12-13,SELL,GNRC,,77.0
2021-12-14,BUY,FDS,,52.0
2022-01-04,BUY,BLDR,,299.0
2022-01-05,BUY,WIRE,,176.0
2022-01-06,SELL,RGEN,,182.0
2022-01-06,BUY,COST,,44.0
2022-01-07,BUY,ACLS,,338.0
2022-01-13,BUY,ON,,360.0
2022-01-18,SELL,PRFT,,197.0
2022-01-20,SELL,EPAM,,39.0
2022-01-21,SELL,LOB,,412.0
2022-02-08,BUY,CVE,,1460.0
2022-02-17,BUY,VET,,1297.0
2022-02-22,BUY,CVX,,167.0
2022-02-23,BUY,CNQ,,312.0
2022-03-07,SELL,WAL,,219.0
2022-03-08,SELL,WST,,53.0
2022-03-08,SELL,TPR,,508.0
2022-04-06,BUY,ABBV,,145.0
2022-04-07,BUY,MCK,,75.0
2022-04-08,BUY,MDRX,,372.0
2022-04-12,SELL,ACLS,,338.0
2022-04-25,SELL,FRHC,,432.0
2022-04-26,SELL,ARES,,2.0
2022-05-13,BUY,AMR,,143.0
2022-05-19,SELL,DAC,,346.0
2022-05-20,SELL,COST,,44.0
2022-05-25,SELL,BLDR,,299.0
2022-05-25,BUY,BMY,,291.0
2022-05-26,BUY,SRE,,136.0
2022-06-07,SELL,FDS,,52.0
2022-06-14,SELL,LSI,,196.0
2022-06-14,SELL,MDRX,,372.0
2022-06-22,BUY,STNG,,568.0
2022-06-23,SELL,DEN,,429.0
2022-06-23,SELL,ATKR,,304.0
2022-06-23,BUY,PBF,,616.0
2022-06-24,SELL,VET,,1297.0
2022-06-28,BUY,MRK,,226.0
2022-06-29,SELL,WIRE,,176.0
2022-07-01,SELL,CHRD,,260.0
2022-07-05,SELL,ON,,360.0
2022-07-05,SELL,AMR,,143.0
2022-07-07,SELL,CVE,,1460.0
2022-07-11,BUY,HRB,,551.0
2022-07-13,SELL,CNQ,,312.0
2022-07-18,BUY,LNTH,,291.0
2022-07-19,BUY,CNR,,352.0
2022-07-26,BUY,GO,,469.0
2022-07-27,BUY,GLNG,,922.0
2022-07-28,BUY,SAIL1,,331.0
2022-08-01,BUY,SWCH,,627.0
2022-08-03,BUY,CHNG,,868.0
2022-08-04,BUY,ACC,,320.0
2022-08-05,BUY,MNDT,,907.0
2022-08-08,BUY,CTIC,,1523.0
2022-08-30,BUY,MUSA,,72.0
2022-09-26,BUY,INSW,,609.0
2022-09-28,SELL,ABBV,,145.0
2022-09-29,BUY,DHT,,2600.0
2022-10-10,SELL,KR,,346.0
2022-10-13,SELL,CTIC,,1523.0
2022-10-17,SELL,GO,,469.0
2022-10-25,BUY,ELF,,527.0
2022-10-28,BUY,HAE,,275.0
2022-11-04,SELL,LNTH,,291.0
2022-11-09,BUY,AVEO,,1568.0
2022-11-14,BUY,FSLR,,149.0
2022-11-15,SELL,BMY,,291.0
2022-11-16,SELL,SRE,,136.0
2022-11-16,BUY,NUVL,,698.0
2022-11-17,BUY,MYOV,,847.0
2022-12-07,SELL,PBF,,616.0
2022-12-20,BUY,ERIE,,82.0
2022-12-21,BUY,TTC,,200.0
2022-12-22,BUY,RMBS,,223.0
2022-12-29,SELL,HRB,,551.0
2023-01-10,BUY,AAWW,,203.0
2023-01-18,SELL,GLNG,,922.0
2023-02-03,BUY,WFRD,,400.0
2023-02-06,BUY,YPF,,1957.0
2023-02-17,BUY,TDW,,7.0
2023-02-21,SELL,CNR,,352.0
2023-02-22,SELL,MUSA,,72.0
2023-03-07,BUY,ALGM,,522.0
2023-04-03,BUY,NSIT,,164.0
2023-04-04,BUY,IPAR,,160.0
2023-04-05,SELL,NUVL,,698.0
2023-04-25,BUY,WYNN,,209.0
2023-05-03,BUY,NVO,,45.0
2023-05-05,SELL,INSW,,609.0
2023-05-05,SELL,DHT,,2600.0
2023-05-08,BUY,PEN,,74.0
2023-06-07,BUY,BLDR,,182.0
2023-06-08,BUY,TPH,,4.0
2023-06-13,SELL,STNG,,568.0
2023-06-14,SELL,ERIE,,82.0
2023-06-15,SELL,TTC,,200.0
2023-07-17,BUY,NVDA,,55.0
2023-07-18,BUY,MANH,,124.0
2023-07-19,BUY,PANW,,48.0
2023-08-28,SELL,ALGM,,522.0
2023-09-26,SELL,IPAR,,160.0
2023-09-27,SELL,FSLR,,149.0
2023-09-28,SELL,PEN,,74.0
2023-09-28,BUY,CEG,,220.0
2023-10-06,SELL,ELF,,527.0
2023-10-16,SELL,WYNN,,209.0
2023-10-26,SELL,BLDR,,182.0
2023-10-26,BUY,VRT,,634.0
2023-10-27,BUY,UEC,,4184.0
2023-10-30,BUY,ANF,,398.0
2023-10-31,SELL,YPF,,1957.0
2023-11-07,BUY,MMYT,,596.0
2023-11-15,BUY,CLS,,937.0
2023-11-28,BUY,CNR,,240.0
2023-11-29,SELL,TPH,,4.0
2023-12-01,BUY,AEO,,1325.0
2024-01-02,BUY,CVSA,,23.0
2024-01-08,SELL,MANH,,124.0
2024-01-23,SELL,AEE,,155.0
2024-02-08,BUY,NRG,,546.0
2024-02-20,SELL,CNR,,240.0
2024-02-22,SELL,PANW,,48.0
2024-02-23,BUY,AGO,,352.0
2024-03-21,BUY,WING,,26.0
2024-03-25,BUY,CNM,,4.0
2024-06-12,SELL,UEC,,4184.0
2024-07-16,BUY,TRGP,,185.0
2024-07-31,SELL,VRT,,634.0
2024-07-31,SELL,RMBS,,223.0
2024-08-05,SELL,ANF,,398.0
2024-08-15,SELL,AGO,,352.0
2024-08-30,BUY,ADMA,,2036.0
2024-09-03,BUY,CRS,,244.0
2024-09-05,SELL,CNM,,4.0
2024-09-05,BUY,LMT,,58.0
2024-09-06,SELL,WFRD,,400.0
2024-09-09,SELL,TDW,,7.0
2024-09-09,SELL,CLS,,937.0
2024-09-17,BUY,FOX,,938.0
2024-10-07,BUY,WELL,,290.0
2024-10-08,BUY,AHR,,1453.0
2024-10-09,BUY,AFL,,58.0
2024-10-10,BUY,AKR,,3.0
2024-10-31,SELL,WING,,26.0
2024-11-12,SELL,AEO,,1325.0
2024-11-15,SELL,NSIT,,164.0
2024-11-18,SELL,NVO,,90.0
2024-12-03,BUY,CNK,,1047.0
2024-12-13,BUY,LLYVK,,416.0
2024-12-18,BUY,EXLS,,5.0
2024-12-19,BUY,RKLB,,2.0
2025-02-04,SELL,HAE,,275.0
2025-02-05,SELL,MRK,,226.0
2025-02-18,SELL,LMT,,58.0
2025-02-25,SELL,ADMA,,2036.0
2025-02-26,SELL,RKLB,,2.0
2025-03-04,SELL,CNK,,1047.0
2025-03-04,SELL,CEG,,220.0
2025-03-05,SELL,PWR,,248.0
2025-03-07,BUY,VRNA,,527.0
2025-03-10,BUY,LX,,3790.0
2025-03-20,BUY,SRAD,,1559.0
2025-03-27,BUY,ESLT,,90.0
2025-03-28,BUY,RBRK,,540.0
2025-04-03,BUY,EAT,,230.0
2025-04-04,SELL,AKR,,3.0
2025-04-04,SELL,NVDA,,550.0
2025-04-04,BUY,PYCR,,1226.0
2025-04-07,BUY,SWI,,1734.0
2025-04-08,SELL,LX,,3790.0
2025-05-07,BUY,VRSN,,125.0
2025-05-08,BUY,CNP,,915.0
2025-05-09,BUY,KC,,2461.0
2025-05-29,BUY,TDUP,,1048.0
2025-06-04,BUY,BBVA,,1.0
2025-08-08,SELL,LLY,,103.0
2025-09-10,BUY,RBLX,,307.0
2025-09-25,SELL,EAT,,230.0
2025-10-14,SELL,TRGP,,185.0
2025-10-27,BUY,WDC,,309.0
2025-10-28,SELL,VRSN,,125.0
2025-10-29,SELL,MMYT,,596.0
2025-10-30,SELL,KC,,2461.0
2025-11-03,SELL,CVSA,,23.0
2025-11-05,SELL,TDUP,,1048.0
2025-11-13,BUY,INDV,,1340.0
2025-11-18,SELL,SRAD,,1559.0
2025-11-18,SELL,RBRK,,540.0
2025-11-20,SELL,RBLX,,307.0
2025-11-20,BUY,BE,,366.0
2025-11-28,BUY,LGND,,194.0
2025-12-01,BUY,LITE,,124.0
2025-12-02,BUY,SNDK,,189.0
2025-12-04,BUY,ROIV,,1905.0
2025-12-08,BUY,CIEN,,199.0
2025-12-18,SELL,BE,,366.0
2025-12-19,BUY,PVLA,,413.0
2025-12-22,BUY,GOOG,,117.0
2025-12-23,BUY,AXTI,,1.0
2026-01-22,BUY,ARWR,,4.0
2026-01-23,SELL,AXTI,,1.0
2026-02-04,SELL,EXLS,,5.0
2026-02-25,BUY,NESR,,30.0
2026-03-09,BUY,ERAS,,43.0
2026-04-29,SELL,ERAS,,43.0
2026-05-18,SELL,NRG,,546.0
2026-06-01,BUY,KGS,,971.0
2026-06-11,SELL,CIEN,,199.0
2026-06-11,SELL,PVLA,,413.0
2026-06-18,SELL,FOX,,938.0
2026-06-18,BUY,ATEX,,867.0
2026-07-06,SELL,LITE,,124.0
2026-07-08,SELL,SNDK,,189.0
2026-07-15,BUY,ATEN,,1747.0
2026-07-16,SELL,WDC,,309.0
2026-07-16,BUY,BAND,,913.0
2026-07-22,BUY,SYRE,,635.0
2026-07-30,SELL,BAND,,913.0
