security_id,ticker,first_touch_session,last_touch_session,required_lookback_sessions,base_candidate_sessions,known_common_base_sessions,known_non_common_base_sessions,unknown_type_base_sessions,eligible_sessions,momentum_pool_sessions,durable_ranked_sessions,recent_leadership_sessions,pending_sessions,held_sessions,terminal_sessions,incomplete_terminal_sessions,best_durable_rank,potential_displacer,required_for_strategy_certificate,authority_requirements,touch_reasons
1017180679160921293,PEP,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1021775099832014265,ZD,2006-07-05,2006-08-02,126,21,21,0,0,21,6,6,6,0,0,0,0,80,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1023295666162225435,UNM,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1023473085361874034,ED,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,1,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1023505381756269977,HSBC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1024163234837360095,DRIV1,2006-07-05,2006-08-02,126,21,21,0,0,21,12,12,2,0,0,0,0,44,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1025500598527628214,GGB,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,11,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1025975490253483719,UNTCQ,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1027652261239045105,BRK.B,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1028362773411686417,LSI1,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
102913681476067012,C,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1029182771640147213,GI1,2006-07-06,2006-07-06,126,1,1,0,0,1,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1030042258520861192,CBE,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
103069338698728379,ODFL,2006-07-19,2006-07-28,126,7,7,0,0,7,3,3,1,0,0,0,0,52,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1031392898340178293,FICO,2006-07-05,2006-08-02,126,20,20,0,0,20,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1031686543939172602,BJS,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1032530646820936253,WFC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,1,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1033376090485307486,BPT,2006-07-21,2006-08-02,126,9,9,0,0,9,0,0,5,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1034005275914348244,AAI,2006-07-05,2006-07-06,126,2,2,0,0,2,0,0,2,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
103434391420773307,INTU,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,3,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1035136064468353292,CBRL,2006-07-05,2006-07-28,126,18,18,0,0,18,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1035563312054045998,GSK,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1035638340512403010,MED,2006-07-05,2006-08-02,126,12,12,0,0,12,12,12,4,1,20,0,0,2,False,True,corporate_actions;execution_open;identity;price_volume;security_type;terminal,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;HELD_POSITION;PENDING_ORDER;RECENT_LEADERSHIP
1037451286237013475,DFODQ,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1037796182658030877,CIEN,2006-07-05,2006-08-02,126,21,21,0,0,21,6,6,0,0,0,0,0,90,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL
1039683821431828050,SAYPY,2006-07-05,2006-08-02,126,19,19,0,0,19,0,0,3,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1040633074096912075,FALB,2006-07-05,2006-08-02,126,21,21,0,0,21,21,21,7,1,20,0,0,1,False,True,corporate_actions;execution_open;identity;price_volume;security_type;terminal,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;HELD_POSITION;PENDING_ORDER;RECENT_LEADERSHIP
1041465805098896025,SHO,2006-07-26,2006-07-26,126,1,1,0,0,1,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1042581232683903300,TEK1,2006-07-05,2006-07-21,126,13,13,0,0,13,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1042882926694701041,KB,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,5,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1045227938896852245,RRC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1046852299327670683,SJM,2006-07-13,2006-07-18,126,4,4,0,0,4,0,0,4,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1047578073828105749,PCZ,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1047863401842552621,WHR,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1047996635297042917,ACF,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1048096150151795960,HLX,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,17,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1048299579606100940,ZBRA,2006-07-28,2006-08-02,126,4,4,0,0,4,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1049190045652356486,CLX,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1050109273937982168,TK,2006-07-05,2006-07-10,126,4,4,0,0,4,0,0,4,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1051497820649242567,CVC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1051837665257504736,MD,2006-07-05,2006-07-28,126,18,18,0,0,18,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1052593230236864539,VALE,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1053905767311513488,CAG,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1056211328169185707,COST,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1056985280028675237,CAA,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1057241471048879780,TZOO,2006-07-06,2006-08-02,126,20,20,0,0,20,12,12,10,0,0,0,0,100,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1057253110182658843,KRC,2006-07-05,2006-07-28,126,18,18,0,0,18,0,0,2,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
106021274559241848,AKAM,2006-07-05,2006-08-02,126,21,21,0,0,21,21,21,6,0,0,0,0,26,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1061499087872300231,AMH1,2006-07-06,2006-08-02,126,20,20,0,0,20,0,0,19,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1062072848408975525,LUV,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,4,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1063153244135551761,CEI1,2006-07-25,2006-07-27,126,3,3,0,0,3,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1063352604888104222,AMG,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1063480615396155280,AGCO,2006-07-05,2006-08-02,126,21,21,0,0,21,20,20,11,0,0,0,0,34,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1064565157446800758,CME,2006-07-05,2006-08-02,126,21,21,0,0,21,1,1,3,0,0,0,0,46,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1064716410445991764,COP,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,6,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1065683738932376167,OVTI,2006-07-05,2006-08-02,126,21,21,0,0,21,4,4,0,0,0,0,0,96,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL
106569218926078867,IDMCQ,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1066837525460648522,VMC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1066978475817355578,HSY,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1067816881719056724,OXY,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1068606242884375487,CMC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1069110264874011291,ABBNY,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,2,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1069946730840647783,RF,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,7,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1072171449098347448,PETC,2006-07-14,2006-08-02,126,14,14,0,0,14,0,0,14,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1072244644733973618,CB,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
10731424079205372,AU,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,11,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1073360248280873916,UNH,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,9,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
1075693377733957028,EEFT,2006-07-26,2006-08-02,126,6,6,0,0,6,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
107607991873219361,BNI,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1076109115790143913,CNW,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1076616376339055949,AL1,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1077259516767655150,CLB,2006-08-01,2006-08-02,126,2,2,0,0,2,2,2,2,0,0,0,0,47,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1077597272271161015,AKS,2006-07-05,2006-08-02,126,21,21,0,0,21,19,19,6,0,0,0,0,58,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1077753385416811007,TTWO,2006-07-05,2006-07-28,126,18,18,0,0,18,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1077894338753136051,SLM,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1078226870694129735,HBAN,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1078801189823104703,LPNT,2006-07-05,2006-08-02,126,19,19,0,0,19,0,0,1,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT;RECENT_LEADERSHIP
107988729108931621,KMX,2006-07-05,2006-08-02,126,21,21,0,0,21,1,1,5,0,0,0,0,73,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1079908728299922857,GDW,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1081761748738400301,SY2,2006-07-13,2006-08-02,126,14,14,0,0,14,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
108315308244179531,SPXC,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1083295333771642753,TSM,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1083953115955373776,MDG,2006-07-05,2006-08-02,126,21,21,0,0,21,1,1,1,0,0,0,0,105,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
108541425819679826,SRE,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1087795559108646174,TWB,2006-07-05,2006-08-02,126,21,21,0,0,21,21,21,0,0,0,0,0,2,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL
1088993338163580568,AET,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1089135472417080980,KCG1,2006-07-05,2006-08-02,126,17,17,0,0,17,17,17,1,0,0,0,0,8,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL;RECENT_LEADERSHIP
1090213290340188153,ROH,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1094383712145294416,HNT,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1094533666758100141,FDX,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1094655969856693337,BRCD,2006-07-05,2006-08-02,126,21,21,0,0,21,21,21,0,0,0,0,0,39,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;DURABLE_RANK;ELIGIBLE_RANKING_INPUT;ESTABLISHED_LEADERSHIP_POOL
1095161666219760763,EV1,2006-07-07,2006-07-13,126,5,5,0,0,5,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
1096003132450043065,DD1,2006-07-05,2006-08-02,126,21,21,0,0,21,0,0,0,0,0,0,0,,False,True,corporate_actions;identity;price_volume;security_type,BASE_CANDIDATE;ELIGIBLE_RANKING_INPUT
