Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2021-08-09,SELL,ZNGA,,2349.0
2021-08-11,SELL,VCEL,,557.0
2021-08-13,SELL,CTRN,,272.0
2021-08-19,BUY,LSI,,220.0
2021-09-08,SELL,TPL,,15.0
2021-09-09,BUY,EPAM,,43.0
2021-09-13,BUY,DXLG,,4038.0
2021-09-15,BUY,WST,,59.0
2021-09-29,SELL,DBRG,,3739.0
2021-10-01,SELL,FDX,,68.0
2021-10-08,BUY,PRFT,,218.0
2021-10-29,BUY,ASAN,,114.0
2021-11-02,BUY,ARES,,2.0
2021-11-11,SELL,LPRO,,711.0
2021-12-02,SELL,ASAN,,114.0
2021-12-03,SELL,COF,,134.0
2021-12-06,SELL,SE,,254.0
2021-12-13,SELL,GNRC,,87.0
2021-12-14,BUY,FDS,,57.0
2021-12-17,SELL,DXLG,,4038.0
2022-01-04,BUY,BLDR,,328.0
2022-01-05,BUY,WIRE,,193.0
2022-01-06,BUY,COST,,48.0
2022-01-07,BUY,ACLS,,372.0
2022-01-13,BUY,ON,,397.0
2022-01-18,SELL,PRFT,,218.0
2022-01-20,SELL,EPAM,,43.0
2022-01-20,BUY,VCRA,,315.0
2022-01-21,SELL,LOB,,464.0
2022-02-17,BUY,VET,,1414.0
2022-02-22,BUY,CVE,,1583.0
2022-02-23,BUY,CVX,,181.0
2022-03-07,SELL,WAL,,252.0
2022-03-08,SELL,WST,,59.0
2022-03-08,SELL,TPR,,582.0
2022-03-09,SELL,DPZ,,66.0
2022-04-06,BUY,ABBV,,157.0
2022-04-07,BUY,MCK,,81.0
2022-04-08,BUY,MDRX,,1139.0
2022-04-11,BUY,PCRX,,316.0
2022-04-12,SELL,ACLS,,372.0
2022-04-12,BUY,RGLD,,137.0
2022-04-25,SELL,FRHC,,485.0
2022-04-26,SELL,ARES,,2.0
2022-05-13,BUY,AMR,,151.0
2022-05-19,SELL,DAC,,451.0
2022-05-20,SELL,COST,,48.0
2022-05-25,SELL,BLDR,,328.0
2022-05-25,BUY,BMY,,308.0
2022-05-26,BUY,SRE,,144.0
2022-06-07,SELL,FDS,,57.0
2022-06-14,SELL,MDRX,,1139.0
2022-06-14,SELL,LSI,,220.0
2022-06-15,SELL,PCRX,,316.0
2022-06-22,BUY,STNG,,601.0
2022-06-23,SELL,DEN,,489.0
2022-06-23,BUY,PBF,,654.0
2022-06-24,SELL,VET,,1414.0
2022-06-28,BUY,MRK,,239.0
2022-06-29,SELL,WIRE,,193.0
2022-07-01,SELL,CHRD,,300.0
2022-07-01,SELL,DAR,,5.0
2022-07-05,SELL,ON,,397.0
2022-07-05,SELL,AMR,,151.0
2022-07-07,SELL,CVE,,1583.0
2022-07-11,BUY,HRB,,583.0
2022-07-14,SELL,DLR,,122.0
2022-07-18,BUY,LNTH,,306.0
2022-07-19,BUY,CNR,,371.0
2022-07-20,BUY,GO,,481.0
2022-07-21,SELL,RGLD,,137.0
2022-07-26,BUY,AR,,561.0
2022-07-27,BUY,GLNG,,972.0
2022-08-01,BUY,SWCH,,659.0
2022-08-03,BUY,SAIL1,,344.0
2022-08-04,BUY,CHNG,,909.0
2022-08-05,BUY,MNDT,,949.0
2022-08-08,BUY,CTIC,,2951.0
2022-08-10,BUY,MUSA,,77.0
2022-08-15,BUY,SWIR,,80.0
2022-08-30,BUY,EQT,,459.0
2022-09-27,SELL,AR,,561.0
2022-09-28,SELL,ABBV,,157.0
2022-09-29,BUY,INSW,,624.0
2022-10-13,SELL,CTIC,,2951.0
2022-10-17,SELL,GO,,481.0
2022-10-25,BUY,ELF,,537.0
2022-10-27,BUY,AAWW,,225.0
2022-10-28,BUY,HAE,,280.0
2022-11-04,SELL,LNTH,,306.0
2022-11-14,BUY,AVEO,,1544.0
2022-11-15,SELL,BMY,,308.0
2022-11-16,SELL,SRE,,144.0
2022-11-16,BUY,FSLR,,144.0
2022-11-17,BUY,NUVL,,710.0
2022-12-07,SELL,PBF,,654.0
2022-12-20,BUY,ERIE,,83.0
2022-12-21,BUY,TTC,,202.0
2022-12-22,BUY,RMBS,,621.0
2022-12-23,SELL,EQT,,459.0
2022-12-29,SELL,HRB,,583.0
2023-01-10,BUY,WFRD,,429.0
2023-01-18,SELL,GLNG,,972.0
2023-02-01,SELL,MUSA,,77.0
2023-02-03,BUY,NINEQ,,1728.0
2023-02-06,BUY,YPF,,2046.0
2023-02-07,BUY,GILD,,263.0
2023-02-17,BUY,TDW,,414.0
2023-02-21,SELL,CNR,,371.0
2023-03-01,BUY,FMX,,222.0
2023-03-06,BUY,SMFG,,2.0
2023-03-08,BUY,ALGM,,2.0
2023-03-10,SELL,NINEQ,,1728.0
2023-04-03,BUY,NSIT,,163.0
2023-04-05,SELL,NUVL,,710.0
2023-04-12,BUY,IPAR,,168.0
2023-05-03,BUY,WYNN,,67.0
2023-05-05,SELL,INSW,,624.0
2023-05-08,BUY,PEN,,75.0
2023-06-07,BUY,BLDR,,11.0
2023-06-13,SELL,STNG,,601.0
2023-06-14,SELL,ERIE,,83.0
2023-06-15,SELL,TTC,,202.0
2023-07-17,BUY,TPH,,759.0
2023-07-18,BUY,NVDA,,55.0
2023-07-19,BUY,MANH,,67.0
2023-08-01,SELL,GILD,,263.0
2023-08-25,SELL,SMFG,,2.0
2023-08-29,SELL,ALGM,,2.0
2023-08-31,BUY,APP,,474.0
2023-09-27,SELL,FSLR,,144.0
2023-09-27,BUY,CEG,,5.0
2023-09-28,SELL,PEN,,75.0
2023-09-29,BUY,XPO,,341.0
2023-10-03,SELL,IPAR,,168.0
2023-10-06,SELL,ELF,,537.0
2023-10-24,SELL,WYNN,,67.0
2023-10-26,SELL,BLDR,,11.0
2023-10-27,BUY,UEC,,4301.0
2023-10-30,BUY,ANF,,409.0
2023-10-31,SELL,YPF,,2046.0
2023-11-02,BUY,CLS,,1018.0
2023-11-07,BUY,MMYT,,619.0
2023-11-24,BUY,HRB,,486.0
2023-11-28,BUY,LBRT,,1.0
2023-12-01,BUY,BNKK,,3.0
2023-12-07,SELL,BNKK,,3.0
2024-01-09,SELL,MANH,,67.0
2024-01-10,BUY,NHC,,146.0
2024-01-23,SELL,AEE,,189.0
2024-02-09,BUY,CRWD,,38.0
2024-02-23,BUY,AGO,,7.0
2024-06-12,SELL,UEC,,4301.0
2024-07-16,BUY,TRGP,,190.0
2024-07-23,SELL,CRWD,,38.0
2024-07-31,SELL,RMBS,,621.0
2024-08-05,SELL,ANF,,409.0
2024-08-15,SELL,AGO,,7.0
2024-08-22,BUY,ADMA,,2075.0
2024-08-30,BUY,AEM,,445.0
2024-09-05,BUY,CRS,,151.0
2024-09-06,SELL,WFRD,,429.0
2024-09-09,SELL,CLS,,1018.0
2024-09-09,SELL,TDW,,414.0
2024-09-17,BUY,FOX,,984.0
2024-09-30,SELL,FMX,,222.0
2024-10-08,BUY,AHR,,1484.0
2024-10-09,BUY,LMT,,61.0
2024-10-10,BUY,IRM,,213.0
2024-10-24,SELL,LBRT,,1.0
2024-10-30,BUY,VTR,,2.0
2024-11-15,SELL,NSIT,,163.0
2024-11-25,BUY,AKR,,992.0
2024-12-18,BUY,LLYVK,,14.0
2025-01-27,SELL,NHC,,146.0
2025-02-04,SELL,HAE,,280.0
2025-02-05,SELL,MRK,,239.0
2025-02-14,SELL,ADMA,,2075.0
2025-02-18,SELL,LMT,,61.0
2025-02-19,SELL,TPH,,759.0
2025-02-27,SELL,APP,,474.0
2025-02-27,BUY,EAT,,252.0
2025-03-04,SELL,CEG,,5.0
2025-03-05,SELL,PWR,,279.0
2025-03-05,SELL,IRM,,213.0
2025-03-07,BUY,VRNA,,596.0
2025-03-10,SELL,XPO,,341.0
2025-03-10,BUY,LX,,4303.0
2025-03-19,BUY,GRRR,,1459.0
2025-03-20,BUY,SRAD,,1749.0
2025-03-21,BUY,ESLT,,96.0
2025-03-31,BUY,FNMA,,5903.0
2025-04-03,BUY,FOXA,,692.0
2025-04-04,SELL,NVDA,,550.0
2025-04-04,SELL,GRRR,,1459.0
2025-04-04,BUY,PYCR,,1682.0
2025-04-07,BUY,SWI,,1935.0
2025-04-08,SELL,AKR,,992.0
2025-04-08,SELL,LX,,4303.0
2025-04-09,BUY,ATSG,,1556.0
2025-05-07,BUY,VRSN,,134.0
2025-05-08,BUY,CNP,,985.0
2025-05-09,BUY,KC,,2643.0
2025-05-12,BUY,PLMR,,235.0
2025-05-28,BUY,NUTX,,241.0
2025-05-29,BUY,TDUP,,5459.0
2025-06-02,BUY,SSRM,,1184.0
2025-06-11,SELL,NUTX,,241.0
2025-07-15,BUY,ASM,,6727.0
2025-07-23,SELL,FNMA,,5903.0
2025-08-06,SELL,PLMR,,235.0
2025-08-08,SELL,LLY,,119.0
2025-08-20,SELL,EAT,,252.0
2025-08-22,BUY,WLDN,,387.0
2025-09-08,BUY,APH,,380.0
2025-09-10,BUY,RBLX,,318.0
2025-09-22,BUY,PRM,,1947.0
2025-10-14,SELL,TRGP,,190.0
2025-10-28,SELL,VRSN,,134.0
2025-10-29,SELL,MMYT,,619.0
2025-10-30,SELL,KC,,2643.0
2025-11-05,SELL,TDUP,,5459.0
2025-11-05,SELL,ASM,,6727.0
2025-11-13,SELL,HRB,,486.0
2025-11-13,BUY,WDC,,254.0
2025-11-18,SELL,SRAD,,1749.0
2025-11-20,SELL,RBLX,,318.0
2025-11-20,BUY,BE,,383.0
2025-11-28,BUY,LGND,,204.0
2025-12-01,BUY,LITE,,130.0
2025-12-02,BUY,SNDK,,199.0
2025-12-08,BUY,CIEN,,210.0
2025-12-09,BUY,ROIV,,2011.0
2025-12-16,BUY,PVLA,,472.0
2025-12-18,SELL,BE,,383.0
2025-12-19,BUY,GOOG,,139.0
2025-12-23,BUY,GOOGL,,142.0
2026-01-22,BUY,ARWR,,76.0
2026-03-02,SELL,WLDN,,387.0
2026-03-23,SELL,PRM,,1947.0
2026-03-23,SELL,SSRM,,1184.0
2026-04-01,BUY,ERAS,,3234.0
2026-04-23,BUY,SU,,794.0
2026-04-24,BUY,PR,,1.0
2026-04-29,SELL,ERAS,,3234.0
2026-05-20,SELL,AEM,,445.0
2026-06-01,BUY,KGS,,995.0
2026-06-11,SELL,PVLA,,472.0
2026-06-11,SELL,CIEN,,210.0
2026-06-17,SELL,FOXA,,692.0
2026-06-18,SELL,FOX,,984.0
2026-06-23,BUY,ATEX,,930.0
2026-07-06,SELL,LITE,,130.0
2026-07-08,SELL,SNDK,,199.0
2026-07-15,BUY,ATEN,,1752.0
2026-07-16,SELL,WDC,,254.0
2026-07-16,BUY,BAND,,919.0
2026-07-21,BUY,SYRE,,662.0
2026-07-22,BUY,FTNT,,414.0
2026-07-30,SELL,BAND,,919.0
