security_id,ticker,effective_first_session,effective_last_session,classification,truth_source,vendor_category,evidence_kind,evidence_url,evidence_summary,outcome_information_used
1000699592357318969,AONEQ,2010-03-29,2011-05-20,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1007376678094268707,NTI,2013-01-29,2016-05-23,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1008312226617164966,LSCP1,2006-07-05,2006-07-06,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1009138292528801099,TRTN-PD,2024-12-20,2024-12-31,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1009617059904197243,PLSB1,2007-01-23,2007-02-07,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1010636880544461391,IHS2,2007-07-10,2016-07-12,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1010834858905861612,PX1,2006-07-05,2018-10-30,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1011057035407581875,STT-PG,2024-12-20,2024-12-31,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1011847780423656211,WEBM1,2007-04-11,2007-05-03,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1012536259009666805,CA1,2006-07-05,2018-11-02,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1012775928467973625,EQGP,2018-12-12,2018-12-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1012830998144725822,CIMG,2021-11-11,2024-10-21,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
101329981282440400,INN-PF,2025-01-07,2025-01-07,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1013775943418651285,DOC2,2015-01-30,2024-02-29,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1013898987216920348,LILMF,2021-10-01,2021-10-04,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock Primary Class,ADR Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1014729179793648627,FRG2,2011-02-03,2011-03-14,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1015574315917695704,UTZ,2020-06-10,2020-07-02,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1015632908539209151,ORIG,2018-06-27,2018-11-14,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1015724344679503323,GSL1,2006-10-17,2006-11-02,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
101626524673319283,FHN-PF,2024-12-20,2024-12-27,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1017709036137801004,FHN-PB,2024-12-20,2024-12-31,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1019479234403084594,BEP,2020-02-27,2026-07-31,non_common,MANUAL_HISTORICAL_REVIEW,ADR Common Stock Primary Class,CONTEMPORANEOUS_NEWS,https://www.rttnews.com/2137499/brookfield-renewable-energy-begins-offering-provides-q2-preliminary-outlook.aspx,The United States listing is described as limited partnership units,NO
1020754940824385887,IOGPQ,2007-11-20,2021-11-04,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1021547186636167979,CDVIQ,2009-10-06,2009-10-15,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1023640270036081506,LIN2,2014-03-21,2014-04-16,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1024163234837360095,DRIV1,2006-07-05,2015-01-06,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1024463122942931959,BAYRY,2007-05-11,2007-09-28,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1024646800119088636,RESP1,2006-10-26,2008-03-14,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1025007434655290553,VNO-PM,2024-12-20,2024-12-27,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1025123653881873396,ANGH,2022-02-17,2022-03-10,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1025270394051995509,GIB,2014-02-05,2026-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1025975490253483719,UNTCQ,2006-07-05,2016-12-28,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1026595391937153666,LZ1,2007-02-08,2011-09-16,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1026665429310748243,LNCOQ,2013-04-18,2015-08-06,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1027446406957702870,BCH,2026-02-13,2026-04-23,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1028362773411686417,LSI1,2006-07-05,2014-05-06,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1028460835974921230,FGL1,2017-05-24,2017-06-22,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1028562317308076213,SFD1,2006-10-02,2013-09-26,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1029024067307916826,BUFF1,2016-03-09,2018-04-24,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
102913681476067012,C,2017-09-29,2017-10-03,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1029182771640147213,GI1,2006-07-06,2007-05-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1029521788325121119,BSAC,2006-12-06,2023-03-29,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1029743634118094740,FLA,2007-04-02,2007-07-26,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1030645231899313594,HCRSQ,2014-05-05,2018-11-09,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1030818569223040017,PM,2022-02-23,2022-04-04,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
103118562012262941,GMXRQ,2008-06-11,2011-03-04,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1032449844265145568,APWR1,2008-06-20,2010-04-08,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1032530646820936253,WFC,2018-02-01,2018-02-08,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1033234671605592683,STE1,2007-08-08,2015-11-02,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1033376090485307486,BPT,2006-07-21,2015-05-04,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
103352158559811388,EPB,2010-02-04,2014-11-26,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1034941711058221706,MITT-PB,2024-12-20,2024-12-31,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1035563312054045998,GSK,2006-07-05,2026-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1035830090364021089,HQCL,2007-12-03,2011-02-14,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1036427516070314394,CEQP,2010-01-20,2023-11-02,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1037115478952756071,FSV,2025-01-13,2026-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1037451286237013475,DFODQ,2006-07-05,2018-04-09,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1037938212679529042,MEDX1,2006-12-07,2009-09-01,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1037956764392068971,ZYBT,2026-07-20,2026-07-23,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1038021986675702539,AHI,2023-06-12,2023-07-05,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1038919393884227344,SDLPQ,2014-03-28,2014-07-17,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1039683821431828050,SAYPY,2006-07-05,2010-10-15,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1040390510887244462,NSLR,2012-02-13,2012-06-06,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1040633074096912075,FALB,2006-07-05,2006-08-15,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1041589921112577847,SMX,2022-05-09,2026-04-28,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock Primary Class,ADR Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1042287044744322383,JMEI,2014-11-20,2016-01-25,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1042422373680994522,STM,2006-09-28,2026-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1042581232683903300,TEK1,2006-07-05,2007-11-21,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1042882926694701041,KB,2006-07-05,2026-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1042965923684595170,RMP,2017-03-17,2017-07-17,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1042995809464795272,MS-PF,2024-12-20,2025-01-21,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1047578073828105749,PCZ,2006-07-05,2009-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1049021918574874779,WBUY,2025-06-06,2025-07-23,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1050071176586409042,NMM,2021-05-05,2021-06-03,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1051497820649242567,CVC,2007-06-27,2007-06-27,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
105422700513565499,ST,2011-12-27,2012-02-07,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1054346876338705895,TACO2,2021-12-17,2022-01-14,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1054480335764870914,PRMW1,2020-01-16,2020-02-11,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1054625577818124576,RGC2,2007-01-19,2018-02-28,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1055198255081002160,TRLA1,2013-03-26,2015-02-17,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
105533910874245780,SR-PA,2024-12-20,2024-12-31,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1055580977094940279,ATLS2,2009-10-06,2011-02-17,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1056418588994492299,APHA,2019-05-08,2021-04-30,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1056910846117906231,AWAY1,2013-02-21,2015-12-14,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1056985280028675237,CAA,2008-02-04,2015-10-01,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1057554835993426219,MAFB,2007-05-02,2007-06-07,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1057977022122607134,AVCTQ,2020-08-06,2022-10-21,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1058941560213499210,VECT,2023-05-23,2023-06-28,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1060105060961105918,GNKOQ,2007-07-19,2012-03-08,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1060699827846522061,SCR,2021-08-25,2021-10-18,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1060712516175058554,ARR-PC,2024-12-20,2024-12-31,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1061370045695042980,PXR1,2007-03-28,2007-05-17,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1061499087872300231,AMH1,2006-07-06,2006-08-21,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1062221465538336135,BIPC,2021-09-10,2026-07-31,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1062442543159298174,RENT1,2015-02-06,2015-10-27,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1063153244135551761,CEI1,2006-07-25,2007-08-03,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1065019148125218525,DOGZ,2022-01-10,2022-05-10,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
106569218926078867,IDMCQ,2006-07-05,2008-03-10,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1066160137614589315,JTKWY,2021-12-13,2022-03-11,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1066983453736772688,ENBL,2018-06-15,2020-03-17,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
106719732073423530,VZLA,2025-11-20,2026-06-29,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Canadian Common Stock,Canadian Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1067506624231909172,HGENQ,2015-11-20,2021-10-07,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1067608386334629742,MNR2,2021-08-27,2022-02-24,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1068602958000339053,GLFMQ,2008-03-20,2014-10-29,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1068830020089627296,ASPV,2007-10-22,2007-11-15,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1069110264874011291,ABBNY,2006-07-05,2023-05-22,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1071575617384278055,WTRE1,2020-10-28,2020-11-05,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock Primary Class,Domestic Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
107197818933519057,MTL,2007-07-13,2012-10-24,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock Primary Class,ADR Common Stock Primary Class,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1073048220598422763,ZKIN,2021-03-15,2025-05-21,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,ADR Common Stock,ADR Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
107311135114559739,BW-PA,2024-12-20,2024-12-27,non_common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Preferred Stock,Domestic Preferred Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
1073341000945105483,TIVO1,2006-08-31,2016-09-07,common,VENDOR_CATEGORY_PLUS_EPISODE_IDENTITY,Domestic Common Stock,Domestic Common Stock,,unique SEP row; category unambiguous; interval covered; no admitted conflict,NO
