security_id,ticker,priority,original_queue_member,review_required,status,candidate_classification,reviewed_classification,cusips,unknown_first_session,unknown_last_session,reason,path_evidence_run,path_is_pre_correction,held_sessions,pending_sessions,durable_ranked_sessions,recent_leadership_sessions,eligible_sessions
941818860792490502,GEN1,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,37244E107 74971X107 75952B105,2006-07-05,2012-12-14,MULTIPLE_CUSIPS,34007704385,true,172,1,203,186,1435
912220778513772854,SAIL1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,78781P105,2018-05-22,2022-08-15,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,169,2,199,170,1007
110098224381990417,SHOP,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,82509L107,2015-11-24,2026-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,167,1,857,640,2578
788900523736619527,LFCHY,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,16939P106,2006-07-05,2015-05-06,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,162,1,268,179,1322
107197818933519057,MTL,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,583840103 583840608,2007-07-13,2012-10-24,MULTIPLE_CUSIPS,34007704385,true,159,1,447,336,1208
954034830355046974,KUST,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,25382P208 25382T200 25382T101 25382T408 25382P109 25382T507 25382T606 25382T309,2007-11-13,2026-07-22,MULTIPLE_CUSIPS,34007704385,true,159,1,244,158,407
553972112448702494,SGP1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,806605101,2006-07-05,2009-11-03,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,153,1,90,90,840
987448579336366373,FRFHF,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,303901102,2006-07-20,2017-08-04,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,144,2,202,141,444
223489731780916334,GOLLQ,P0_HELD_OR_PENDING,true,true,REVIEWED_TYPE_CORRECTION,common,non_common,38045R206 38045R107,2006-07-05,2021-06-30,MULTIPLE_CUSIPS,34007704385,true,135,1,74,61,589
732428359392320882,PRE1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,G6852T105,2006-07-27,2016-03-17,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,131,1,89,86,2328
987873303793520110,VRX1,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,91911X104 448924100,2007-06-14,2010-09-27,MULTIPLE_CUSIPS,34007704385,true,121,2,226,122,501
659896685009177378,CCXI1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,16383L106,2019-11-26,2022-10-19,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,280,199,700
1099247927332588244,FTI1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,30249U101,2006-07-05,2017-01-13,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,278,230,2651
117908596615035418,WCC,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,95082P105,2008-07-25,2008-08-05,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,260,297,4545
298004721797953203,WIRE,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,292562105,2006-10-27,2006-12-28,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,200,135,796
74286179754649606,GLBL1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,379336100,2006-07-05,2011-11-01,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,132,92,528
975954328887066480,PWRD1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,71372U104,2008-05-09,2015-07-28,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,111,74,366
716103535463544764,TELFY,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,879382208,2007-03-26,2020-03-20,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,83,117,1668
88378928586164151,WEBX1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,94767L109,2006-07-05,2007-05-25,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,63,55,213
1010636880544461391,IHS2,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,451734107,2007-07-10,2016-07-12,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,120,1,57,81,1383
118126593247876789,GLOG,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,G37585109,2014-01-31,2021-03-19,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,119,1,111,68,230
701739764192581803,ON,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,682189105,2006-07-31,2026-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,117,1,623,630,5029
437971714747413090,SNDA1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,81941Q203,2006-12-20,2010-06-25,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,117,1,180,130,743
442251450194648145,PWER1,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,73930R102 739308104,2010-05-05,2013-05-17,MULTIPLE_CUSIPS,34007704385,true,116,1,104,105,309
430031587961498330,MMI1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,620097105,2011-06-23,2012-05-21,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,110,1,105,30,229
572943415348500978,CIG,P0_HELD_OR_PENDING,false,true,REVIEWED_TYPE_CORRECTION,common,non_common,204409601,2006-10-05,2022-11-17,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE;FACTUAL_TYPE_DEFECT_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,108,1,164,224,2041
502221490776957978,CNQ,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,136385101,2006-07-05,2026-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,106,1,329,430,5050
907989354920106752,ESINQ,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,45068B109,2006-07-05,2014-11-11,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,103,1,297,278,1564
530359455120985610,IRM,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,46284V101 462846106 46284P104,2011-03-16,2011-04-07,MULTIPLE_CUSIPS,34007704385,true,98,1,292,263,4739
813289731723060566,VRUS1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,71715N106,2011-03-08,2012-01-17,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,96,1,213,131,217
449719108232849215,CVE,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,15135U109,2010-05-20,2026-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,93,1,310,474,4035
1040633074096912075,FALB,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,655422103 306104100,2006-07-05,2006-08-15,MULTIPLE_CUSIPS,34007704385,true,93,1,28,7,28
955633408933081375,AQN,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,015857105,2019-10-22,2026-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,92,1,27,28,1290
1101721561863743358,B,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,067901108 06849F108,2007-03-07,2007-03-13,MULTIPLE_CUSIPS,34007704385,true,91,1,651,790,5050
852684403524489499,THOR1,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,885175307 885175109,2008-08-05,2015-10-07,MULTIPLE_CUSIPS,34007704385,true,88,2,366,277,1364
295827892474952163,VET,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,923725105,2019-09-20,2026-05-29,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,87,1,232,155,465
5689365313597871,LMNX1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,55027E102,2020-05-04,2021-06-09,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,78,1,47,18,156
551861565064769073,AG,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,32076V103 32076R102,2019-06-24,2026-07-31,MULTIPLE_CUSIPS,34007704385,true,74,1,603,577,2497
951444737711757802,SWIR,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,826516106,2007-06-21,2023-01-12,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,69,1,231,107,305
345679706151556113,SU,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,867224107 867229106,2006-07-05,2026-07-31,MULTIPLE_CUSIPS,34007704385,true,69,1,178,359,5050
816819956840135126,BUD1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,035229103,2006-07-05,2008-11-17,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,69,1,70,50,598
693180408510627827,GAS1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,654086107,2007-03-07,2011-12-09,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,65,1,63,39,626
234488913323173693,FNF,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,31620R303 31620R105,2016-01-25,2016-02-10,MULTIPLE_CUSIPS,34007704385,true,63,1,224,242,4964
416483318413645411,DRS1,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,252456108 23330X100 252456405 252456207,2006-07-05,2008-10-21,MULTIPLE_CUSIPS,34007704385,true,62,1,97,55,455
353685636371040898,AVL1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,05366B102,2006-07-05,2006-07-12,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,62,1,6,0,6
301606049357818446,TBSIQ,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,G8657Q104 G86975151,2007-07-24,2008-10-01,MULTIPLE_CUSIPS,34007704385,true,56,1,147,80,277
242312827585388125,ANAC1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,032420101,2014-12-19,2016-06-23,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,53,1,216,123,330
522079657918750480,TSG1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,785905100,2006-11-08,2007-03-29,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,51,1,49,21,78
840588175708298328,VOLT2,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,928703107,2006-07-05,2007-02-15,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,50,1,43,17,66
1025975490253483719,UNTCQ,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,909218109 909218208,2006-07-05,2016-12-28,MULTIPLE_CUSIPS,34007704385,true,49,1,125,112,1107
803323372359949049,GPRO1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,36866T103,2006-08-01,2012-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,46,1,76,62,932
304762952062850296,STEC1,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,784774101 828820100 828823104,2009-05-20,2011-08-26,MULTIPLE_CUSIPS,34007704385,true,44,1,174,174,568
229177174933045805,PCXCQ,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,70336T104 70336T500,2008-05-05,2012-07-06,MULTIPLE_CUSIPS,34007704385,true,42,1,369,222,990
985915492195814773,ADPTQ,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,006855100,2015-06-25,2016-11-30,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,41,1,117,78,312
794026657301614010,HMY,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,413216300,2006-07-05,2026-07-31,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,39,1,565,608,2827
327333102048036914,SICPQ,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,82837P408,2020-12-14,2023-04-19,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,38,1,206,153,583
558144031790701315,HMIN,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,43713W107 43742E102,2007-06-07,2016-03-30,MULTIPLE_CUSIPS,34007704385,true,29,1,89,70,303
481857333199692347,NBEVQ,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,64157V108 650194103 024718108,2018-09-19,2019-05-22,MULTIPLE_CUSIPS,34007704385,true,28,1,120,68,169
275516769506070811,ATHN1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,04685W103,2009-01-28,2019-02-11,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,17,1,421,395,2205
36666266239592614,ALO1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,020813101,2006-12-13,2008-12-26,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,17,1,102,78,230
175647085019960977,SWI1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,83416B109,2009-11-17,2016-02-04,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,14,1,316,235,1189
117268708159146582,GLDN1,P0_HELD_OR_PENDING,false,true,OPEN_REVIEW,common,,38122G107,2007-06-18,2008-02-28,HELD_OR_PENDING_OMITTED_FROM_INITIAL_HEURISTIC_QUEUE,34007704385,true,13,1,80,56,154
895182212221004918,VTNRQ,P0_HELD_OR_PENDING,true,true,OPEN_REVIEW,common,,92534K107 92861H107 981517105,2021-05-27,2023-04-25,MULTIPLE_CUSIPS,34007704385,true,6,1,160,113,270
